,CARGO_FORM,CALENDAR_YR,ORIGIN,QUANTITY,UNIT,COMMODITY_LIST,LOCATION
3637,Air Cargo,2013,GTM,10,Box/Carton,Helianthus,VA Dulles
3638,Air Cargo,2013,GTM,16,Box/Carton,Dianthus,VA Dulles
3639,Air Cargo,2014,GTM,46,Box/Carton,Chrysanthemum (pom-pon),VA Dulles
3640,Air Cargo,2014,GTM,30,Box/Carton,Dianthus,VA Dulles
3641,Air Cargo,2014,ISR,32,Box/Carton,Hypericum,VA Dulles
3642,Air Cargo,2014,MEX,22,Box/Carton,Aster,VA Dulles
3643,Air Cargo,2014,MEX,300,Box/Carton,Cocculus,VA Dulles
3644,Air Cargo,2015,MEX,27,Box/Carton,Dianthus,VA Dulles
3645,Air Cargo,2015,MEX,14,Box/Carton,"Bouquet, Rose",VA Dulles
3646,Air Cargo,2015,MYS,50,Box/Carton,Dianthus,VA Dulles
3647,Air Cargo,2015,MYS,32,Box/Carton,Chrysanthemum (pom-pon),VA Dulles
3648,Air Cargo,2015,MYS,15,Box/Carton,Chrysanthemum,VA Dulles
3649,Air Cargo,2015,NLD,300,Stems,Chrysanthemum (pom-pon),VA Dulles
3650,Air Cargo,2015,NLD,16,Box/Carton,Ranunculus,VA Dulles
3651,Air Cargo,2015,NLD,800,Stems,Ruscus,VA Dulles
3652,Air Cargo,2015,NLD,10,Box/Carton,"Bouquet, Mixed",VA Dulles
3653,Air Cargo,2015,NLD,14,Box/Carton,Chrysanthemum (pom-pon),VA Dulles
3654,Air Cargo,2015,NLD,15,Box/Carton,Chrysanthemum (pom-pon),VA Dulles
3655,Air Cargo,2015,NLD,200,Stems,"Bouquet, Mixed",VA Dulles
3656,Air Cargo,2015,NLD,21,Box/Carton,Rosa,VA Dulles
3657,Air Cargo,2015,NLD,200,Stems,Helianthus,VA Dulles
3658,Air Cargo,2015,NLD,60,Stems,Gypsophila,VA Dulles
3659,Air Cargo,2015,NLD,200,Stems,Dianthus,VA Dulles
3660,Air Cargo,2015,NLD,1270,Stems,Matthiola,VA Dulles
3661,Air Cargo,2015,NLD,19,Box/Carton,Dianthus (mini),VA Dulles
3662,Air Cargo,2015,NLD,30,Box/Carton,Strelitzia,VA Dulles
3663,Air Cargo,2015,NLD,1172,Stems,Anemone,VA Dulles
3664,Air Cargo,2015,NLD,10140,Stems,Alstroemeria,VA Dulles
3665,Air Cargo,2015,NLD,1170,Stems,Hydrangea,VA Dulles
3666,Air Cargo,2015,NLD,420,Stems,Agapanthus,VA Dulles
3667,Air Cargo,2015,NLD,21680,Stems,Dianthus,VA Dulles
3668,Air Cargo,2015,NLD,24480,Stems,Leucadendron,VA Dulles
3669,Air Cargo,2015,NLD,250,Stems,Dianthus (mini),VA Dulles
3670,Air Cargo,2015,NLD,1060,Stems,Gerbera,VA Dulles
3671,Air Cargo,2016,NLD,17710,Box/Carton,Aster,VA Dulles
3672,Air Cargo,2016,NLD,14812,Box/Carton,Matthiola,VA Dulles
3673,Air Cargo,2016,NLD,4788,Box/Carton,Zantedeschia,VA Dulles
3674,Air Cargo,2016,NLD,5640,Box/Carton,Alstroemeria,VA Dulles
3675,Air Cargo,2016,NLD,42500,Stems,Cocculus,VA Dulles
3676,Air Cargo,2016,NLD,1000,Box/Carton,"Bouquet, Mixed",VA Dulles
3677,Air Cargo,2016,NLD,1125,Box/Carton,Alstroemeria,VA Dulles
3678,Air Cargo,2016,NLD,10696,Box/Carton,Aster,VA Dulles
3679,Air Cargo,2016,NLD,10,Stems,Limonium,VA Dulles
3680,Air Cargo,2016,NLD,968,Box/Carton,Moluccella,VA Dulles
3681,Air Cargo,2016,NLD,91,Box/Carton,Solidago,VA Dulles
3682,Air Cargo,2016,NZL,700,Stems,Leucadendron,VA Dulles
3683,Air Cargo,2016,NZL,207,Box/Carton,Leucospermum,VA Dulles
3684,Air Cargo,2016,NZL,25,Box/Carton,Scabiosa,VA Dulles
3685,Air Cargo,2016,NZL,4080,Box/Carton,Senecio,VA Dulles
3686,Air Cargo,2018,THA,105,Box/Carton,Alstroemeria,VA Dulles
3687,Air Cargo,2018,THA,519,Box/Carton,Ammi,VA Dulles
3688,Northern Border Cargo,2011,AUS,477,Stems,Matthiola,WA Blaine
3689,Northern Border Cargo,2011,AUS,714,Stems,Zantedeschia,WA Blaine
3690,Northern Border Cargo,2011,AUS,978,Stems,Liriodendron,WA Blaine
3691,Northern Border Cargo,2011,AUS,445,Stems,Aster,WA Blaine
3692,Northern Border Cargo,2011,AUS,12480,Stems,Helianthus,WA Blaine
3693,Northern Border Cargo,2011,CAN,8,Box/Carton,Antirrhinum,WA Blaine
3694,Northern Border Cargo,2011,CAN,15,Box/Carton,Zantedeschia,WA Blaine
3695,Northern Border Cargo,2011,CAN,9,Box/Carton,Acacia,WA Blaine
3696,Northern Border Cargo,2011,CAN,9,Box/Carton,Alstroemeria,WA Blaine
3697,Northern Border Cargo,2011,CAN,9,Box/Carton,Lepidium,WA Blaine
3698,Northern Border Cargo,2011,CAN,15,Box/Carton,Liriodendron,WA Blaine
3699,Northern Border Cargo,2011,CAN,14,Box/Carton,Eryngium,WA Blaine
3700,Northern Border Cargo,2011,CAN,14,Box/Carton,Gypsophila,WA Blaine
3701,Northern Border Cargo,2011,CAN,14,Box/Carton,"Bouquet, Mixed",WA Blaine
3702,Northern Border Cargo,2011,CAN,29,Box/Carton,Matthiola,WA Blaine
3703,Northern Border Cargo,2011,CAN,45,Box/Carton,Gypsophila,WA Blaine
3704,Northern Border Cargo,2011,CAN,11,Box/Carton,Delphinium,WA Blaine
3705,Northern Border Cargo,2011,CAN,10,Stems,"Bouquet, Rose",WA Blaine
3706,Northern Border Cargo,2011,CAN,15,Box/Carton,Chrysanthemum,WA Blaine
3707,Northern Border Cargo,2011,CAN,200,Stems,Eryngium,WA Blaine
3708,Northern Border Cargo,2011,CAN,600,Stems,Eucalyptus,WA Blaine
3709,Northern Border Cargo,2011,CAN,10,Box/Carton,Lepidium,WA Blaine
3710,Northern Border Cargo,2011,CAN,5230,Stems,Solidago,WA Blaine
3711,Northern Border Cargo,2011,CAN,23,Box/Carton,Bupleurum,WA Blaine
3712,Northern Border Cargo,2011,CAN,21,Box/Carton,Matthiola,WA Blaine
3713,Northern Border Cargo,2011,CAN,118,Box/Carton,Papyrus,WA Blaine
3714,Northern Border Cargo,2011,CAN,1500,Box/Carton,Achillea,WA Blaine
3715,Northern Border Cargo,2011,CAN,154,Box/Carton,Moluccella,WA Blaine
3716,Northern Border Cargo,2011,CAN,340,Box/Carton,Trachelium,WA Blaine
3717,Northern Border Cargo,2011,CAN,301,Box/Carton,"Bouquet, Mixed",WA Blaine
3718,Northern Border Cargo,2011,CAN,8,Box/Carton,Eryngium,WA Blaine
3719,Northern Border Cargo,2011,CAN,156,Box/Carton,Anthurium,WA Blaine
3720,Northern Border Cargo,2011,CAN,124,Box/Carton,Liatris,WA Blaine
3721,Northern Border Cargo,2011,CAN,15,Box/Carton,Licuala,WA Blaine
3722,Northern Border Cargo,2011,CAN,538,Box/Carton,Lilium,WA Blaine
3723,Northern Border Cargo,2011,CAN,40,Stems,"Bouquet, Mixed",WA Blaine
3724,Northern Border Cargo,2011,CAN,48,Box/Carton,Lilium,WA Blaine
3725,Northern Border Cargo,2011,CAN,38,Box/Carton,Senecio,WA Blaine
3726,Northern Border Cargo,2011,CAN,12,Box/Carton,"Bouquet, Mixed",WA Blaine
3727,Northern Border Cargo,2011,CAN,100,Stems,Chrysanthemum (pom-pon),WA Blaine
3728,Northern Border Cargo,2011,CAN,10500,Stems,Alstroemeria,WA Blaine
3729,Northern Border Cargo,2011,CAN,34100,Stems,Rosa,WA Blaine
3730,Northern Border Cargo,2011,CAN,1109,Box/Carton,Dianthus (mini),WA Blaine
3731,Northern Border Cargo,2011,CAN,1954,Box/Carton,Agapanthus,WA Blaine
3732,Northern Border Cargo,2011,CAN,2000,Box/Carton,Aster,WA Blaine
3733,Northern Border Cargo,2011,CAN,290,Stems,Chrysanthemum,WA Blaine
3734,Northern Border Cargo,2011,CAN,240,Stems,Antirrhinum,WA Blaine
3735,Northern Border Cargo,2011,CAN,595,Box/Carton,Lilium,WA Blaine
3736,Northern Border Cargo,2012,CAN,16,Stems,Dianthus,WA Blaine
3737,Northern Border Cargo,2012,CAN,32,Box/Carton,Trachelium,WA Blaine
3738,Northern Border Cargo,2012,CAN,147,Box/Carton,Hypericum,WA Blaine
3739,Northern Border Cargo,2012,CAN,60,Box/Carton,Freesia,WA Blaine
3740,Northern Border Cargo,2012,CAN,24,Stems,Dianthus,WA Blaine
3741,Northern Border Cargo,2012,CAN,24,Box/Carton,Pittosporum,WA Blaine
3742,Northern Border Cargo,2012,CAN,298,Box/Carton,Dianthus,WA Blaine
3743,Northern Border Cargo,2012,CAN,9,Box/Carton,"Bouquet, Mixed",WA Blaine
3744,Northern Border Cargo,2012,CAN,2340,Box/Carton,Brassica,WA Blaine
3745,Northern Border Cargo,2012,CAN,137,Box/Carton,Bupleurum,WA Blaine
3746,Northern Border Cargo,2012,CAN,12,Box/Carton,Nephrolepis,WA Blaine
3747,Northern Border Cargo,2012,CAN,31,Box/Carton,"Bouquet, Rose",WA Blaine
3748,Northern Border Cargo,2012,CAN,43,Box/Carton,Hypericum,WA Blaine
3749,Northern Border Cargo,2012,CAN,40,Box/Carton,Eryngium,WA Blaine
3750,Northern Border Cargo,2012,CAN,17,Box/Carton,"Bouquet, Rose",WA Blaine
3751,Northern Border Cargo,2012,CAN,17,Box/Carton,Delphinium,WA Blaine
3752,Northern Border Cargo,2012,CAN,16,Box/Carton,Eryngium,WA Blaine
3753,Northern Border Cargo,2012,CAN,75,Box/Carton,Gypsophila,WA Blaine
3754,Northern Border Cargo,2012,CAN,280,Box/Carton,Hypericum,WA Blaine
3755,Northern Border Cargo,2012,CAN,9,Box/Carton,Rosa,WA Blaine
3756,Northern Border Cargo,2012,CAN,25,Box/Carton,Helianthus,WA Blaine
3757,Northern Border Cargo,2012,CAN,8,Box/Carton,Trachelium,WA Blaine
3758,Northern Border Cargo,2012,CAN,37,Box/Carton,Rosa,WA Blaine
3759,Northern Border Cargo,2012,CAN,26,Box/Carton,Chrysanthemum,WA Blaine
3760,Northern Border Cargo,2012,CAN,13,Box/Carton,"Bouquet, Mixed",WA Blaine
3761,Northern Border Cargo,2012,CAN,15,Box/Carton,Hydrangea,WA Blaine
3762,Northern Border Cargo,2013,COL,20,Box/Carton,"Bouquet, Mixed",WA Blaine
3763,Northern Border Cargo,2013,COL,20,Box/Carton,Gerbera,WA Blaine
3764,Northern Border Cargo,2013,COL,17,Box/Carton,Moluccella,WA Blaine
3765,Northern Border Cargo,2013,COL,21,Box/Carton,Protea,WA Blaine
3766,Northern Border Cargo,2013,COL,10,Box/Carton,Matthiola,WA Blaine
3767,Northern Border Cargo,2013,COL,10,Box/Carton,Ranunculus,WA Blaine
3768,Northern Border Cargo,2013,COL,11,Box/Carton,Zantedeschia,WA Blaine
3769,Northern Border Cargo,2013,COL,55,Box/Carton,Ammi,WA Blaine
3770,Northern Border Cargo,2013,COL,51,Box/Carton,"Bouquet, Mixed",WA Blaine
3771,Northern Border Cargo,2013,CRI,12,Box/Carton,Limonium,WA Blaine
3772,Northern Border Cargo,2013,CRI,8,Box/Carton,Zantedeschia,WA Blaine
3773,Northern Border Cargo,2013,CRI,15,Box/Carton,Aster,WA Blaine
3774,Northern Border Cargo,2013,CRI,9,Box/Carton,Achillea,WA Blaine
3775,Northern Border Cargo,2013,CRI,50,Box/Carton,"Bouquet, Rose",WA Blaine
3776,Northern Border Cargo,2013,CRI,60,Box/Carton,Rosa,WA Blaine
3777,Northern Border Cargo,2013,CRI,10,Box/Carton,Agapanthus,WA Blaine
3778,Northern Border Cargo,2013,ECU,48,Box/Carton,Liatris,WA Blaine
3779,Northern Border Cargo,2013,ECU,14,Box/Carton,Antirrhinum,WA Blaine
3780,Northern Border Cargo,2013,ECU,19,Box/Carton,Astrantia,WA Blaine
3781,Northern Border Cargo,2013,ETH,10,Box/Carton,Rosa,WA Blaine
3782,Northern Border Cargo,2013,ETH,91,Box/Carton,Hypericum,WA Blaine
3783,Northern Border Cargo,2013,ETH,21,Box/Carton,Rosa,WA Blaine
3784,Northern Border Cargo,2013,ETH,41,Box/Carton,Lilium,WA Blaine
3785,Northern Border Cargo,2013,ETH,31,Box/Carton,Ruscus,WA Blaine
3786,Northern Border Cargo,2013,GBR,129,Box/Carton,Dianthus (mini),WA Blaine
3787,Northern Border Cargo,2013,GBR,12,Box/Carton,Zantedeschia,WA Blaine
3788,Northern Border Cargo,2013,GBR,9,Box/Carton,"Bouquet, Mixed",WA Blaine
3789,Northern Border Cargo,2013,GBR,75,Box/Carton,Solidago,WA Blaine
3790,Northern Border Cargo,2013,GBR,26,Box/Carton,Gerbera,WA Blaine
3791,Northern Border Cargo,2013,GTM,11,Box/Carton,Ornithogalum,WA Blaine
3792,Northern Border Cargo,2013,GTM,13,Box/Carton,Alstroemeria,WA Blaine
3793,Northern Border Cargo,2013,GTM,9,Box/Carton,Gypsophila,WA Blaine
3794,Northern Border Cargo,2014,IRE,11,Box/Carton,Gypsophila,WA Blaine
3795,Northern Border Cargo,2014,IRE,9,Box/Carton,Hydrangea,WA Blaine
3796,Northern Border Cargo,2014,IRE,11,Box/Carton,Leucadendron,WA Blaine
3797,Northern Border Cargo,2014,IRE,35,Box/Carton,Limonium,WA Blaine
3798,Northern Border Cargo,2014,IRE,9,Box/Carton,Chrysanthemum (pom-pon),WA Blaine
3799,Northern Border Cargo,2014,ISR,14,Box/Carton,Solidago,WA Blaine
3800,Northern Border Cargo,2014,ISR,38,Box/Carton,"Bouquet, Mixed",WA Blaine
3801,Northern Border Cargo,2014,ISR,27,Box/Carton,Dianthus,WA Blaine
3802,Northern Border Cargo,2014,ISR,19,Box/Carton,Lilium,WA Blaine
3803,Northern Border Cargo,2014,ITA,11,Box/Carton,Alstroemeria,WA Blaine
3804,Northern Border Cargo,2014,ITA,11,Box/Carton,Chrysanthemum,WA Blaine
3805,Northern Border Cargo,2014,JPN,15,Box/Carton,Hypericum,WA Blaine
3806,Northern Border Cargo,2014,KEN,120,Box/Carton,Delphinium,WA Blaine
3807,Northern Border Cargo,2014,KEN,17,Box/Carton,Rosa,WA Blaine
3808,Northern Border Cargo,2014,KEN,60,Box/Carton,Anemone,WA Blaine
3809,Northern Border Cargo,2014,KEN,22,Box/Carton,Ruscus,WA Blaine
3810,Northern Border Cargo,2014,MEX,19,Box/Carton,Trachelium,WA Blaine
3811,Northern Border Cargo,2014,MEX,17,Box/Carton,Alstroemeria,WA Blaine
3812,Northern Border Cargo,2014,MEX,12,Box/Carton,Gypsophila,WA Blaine
3813,Northern Border Cargo,2014,MEX,75,Box/Carton,Helianthus,WA Blaine
3814,Northern Border Cargo,2014,MEX,110,Box/Carton,Leucadendron,WA Blaine
3815,Northern Border Cargo,2014,MEX,39,Box/Carton,Alstroemeria,WA Blaine
3816,Northern Border Cargo,2014,MEX,68,Box/Carton,Aster,WA Blaine
3817,Northern Border Cargo,2014,MEX,11,Box/Carton,Gerbera,WA Blaine
3818,Northern Border Cargo,2014,MEX,36,Box/Carton,Lilium,WA Blaine
3819,Northern Border Cargo,2014,MEX,104,Box/Carton,Antirrhinum,WA Blaine
3820,Northern Border Cargo,2014,MEX,90,Box/Carton,Ruscus,WA Blaine
3821,Northern Border Cargo,2014,MEX,10,Box/Carton,Solidago,WA Blaine
3822,Northern Border Cargo,2014,MEX,14,Box/Carton,Hydrangea,WA Blaine
3823,Northern Border Cargo,2014,MEX,10,Box/Carton,Gerbera,WA Blaine
3824,Northern Border Cargo,2014,MEX,42,Box/Carton,Chrysanthemum (pom-pon),WA Blaine
3825,Northern Border Cargo,2014,MEX,39,Box/Carton,"Bouquet, Mixed",WA Blaine
3826,Northern Border Cargo,2014,MEX,70,Box/Carton,Achillea,WA Blaine
3827,Northern Border Cargo,2014,MEX,12,Box/Carton,Scabiosa,WA Blaine
3828,Northern Border Cargo,2014,MEX,84,Box/Carton,Helianthus,WA Blaine
3829,Northern Border Cargo,2014,MEX,13,Box/Carton,Delphinium,WA Blaine
3830,Northern Border Cargo,2014,MEX,26,Box/Carton,Moluccella,WA Blaine
3831,Northern Border Cargo,2014,MEX,37,Box/Carton,Rosa,WA Blaine
3832,Northern Border Cargo,2014,MEX,150,Box/Carton,Gypsophila,WA Blaine
3833,Northern Border Cargo,2014,MEX,24,Box/Carton,Chrysanthemum (pom-pon),WA Blaine
3834,Northern Border Cargo,2015,MEX,11,Box/Carton,Ruscus,WA Blaine
3835,Northern Border Cargo,2015,MEX,55,Box/Carton,Strelitzia,WA Blaine
3836,Northern Border Cargo,2015,MEX,8,Box/Carton,Cocculus,WA Blaine
3837,Northern Border Cargo,2015,MYS,19,Box/Carton,Ranunculus,WA Blaine
3838,Northern Border Cargo,2015,MYS,8,Box/Carton,Aster,WA Blaine
3839,Northern Border Cargo,2015,MYS,70,Box/Carton,Calathea,WA Blaine
3840,Northern Border Cargo,2015,MYS,72,Box/Carton,Dracaena,WA Blaine
3841,Northern Border Cargo,2015,NLD,28,Box/Carton,Solidago,WA Blaine
3842,Northern Border Cargo,2015,NLD,9,Box/Carton,Veronica,WA Blaine
3843,Northern Border Cargo,2015,NLD,10,Stems,Zantedeschia,WA Blaine
3844,Northern Border Cargo,2015,NLD,47,Box/Carton,Alstroemeria,WA Blaine
3845,Northern Border Cargo,2015,NLD,8,Box/Carton,"Bouquet, Rose",WA Blaine
3846,Northern Border Cargo,2015,NLD,10,Stems,Dianthus (mini),WA Blaine
3847,Northern Border Cargo,2015,NLD,600,Stems,Rosa,WA Blaine
3848,Northern Border Cargo,2015,NLD,1400,Stems,Chrysanthemum,WA Blaine
3849,Northern Border Cargo,2015,NLD,420,Stems,Ruscus,WA Blaine
3850,Northern Border Cargo,2015,NLD,1555,Stems,Matthiola,WA Blaine
3851,Northern Border Cargo,2015,NLD,440,Stems,Helianthus,WA Blaine
3852,Northern Border Cargo,2015,NLD,11790,Stems,Liatris,WA Blaine
3853,Northern Border Cargo,2015,NLD,2456,Stems,Tulipa,WA Blaine
3854,Northern Border Cargo,2015,NLD,2070,Stems,Freesia,WA Blaine
3855,Northern Border Cargo,2015,NLD,15,Box/Carton,Astrantia,WA Blaine
3856,Northern Border Cargo,2015,NLD,17040,Stems,Syringa,WA Blaine
3857,Northern Border Cargo,2015,NLD,320,Stems,Dianthus,WA Blaine
3858,Northern Border Cargo,2015,NLD,9,Box/Carton,Protea,WA Blaine
3859,Northern Border Cargo,2015,NLD,43,Box/Carton,Rosa,WA Blaine
3860,Northern Border Cargo,2015,NLD,15925,Stems,Zantedeschia,WA Blaine
3861,Northern Border Cargo,2016,NLD,10780,Stems,Chrysanthemum,WA Blaine
3862,Northern Border Cargo,2016,NLD,3300,Box/Carton,Rosa,WA Blaine
3863,Northern Border Cargo,2016,NLD,4808,Box/Carton,Ruscus,WA Blaine
3864,Northern Border Cargo,2016,NLD,300,Box/Carton,Senecio,WA Blaine
3865,Northern Border Cargo,2016,NLD,16800,Stems,Ornithogalum,WA Blaine
3866,Northern Border Cargo,2016,NLD,22050,Stems,Dahlia,WA Blaine
3867,Northern Border Cargo,2016,NLD,5175,Stems,Acacia,WA Blaine
3868,Northern Border Cargo,2016,NLD,5148,Box/Carton,Chrysanthemum,WA Blaine
3869,Northern Border Cargo,2016,NLD,1400,Box/Carton,Delphinium,WA Blaine
3870,Northern Border Cargo,2016,NLD,13632,Box/Carton,Lilium,WA Blaine
3871,Northern Border Cargo,2016,NLD,956,Box/Carton,Helianthus,WA Blaine
3872,Northern Border Cargo,2016,NLD,6000,Box/Carton,Chrysanthemum (pom-pon),WA Blaine
3873,Northern Border Cargo,2016,NLD,15,Box/Carton,Limonium,WA Blaine
3874,Northern Border Cargo,2016,NLD,20,Box/Carton,Rosa,WA Blaine
3875,Northern Border Cargo,2016,NLD,9,Box/Carton,"Bouquet, Mixed",WA Blaine
3876,Northern Border Cargo,2016,NLD,8,Box/Carton,Dianthus,WA Blaine
3877,Northern Border Cargo,2016,NLD,11,Box/Carton,Hydrangea,WA Blaine
3878,Northern Border Cargo,2017,THA,140,Box/Carton,Scabiosa,WA Blaine
3879,Northern Border Cargo,2017,THA,272,Box/Carton,Craspedia,WA Blaine
3880,Northern Border Cargo,2017,THA,30,Box/Carton,Ranunculus,WA Blaine
3881,Northern Border Cargo,2016,NLD,130,Box/Carton,"Bouquet, Rose",WA Blaine
3882,Northern Border Cargo,2016,NLD,8,Box/Carton,Anemone,WA Blaine
3883,Northern Border Cargo,2016,NLD,12,Box/Carton,Gerbera,WA Blaine
3884,Northern Border Cargo,2016,NLD,15,Box/Carton,Astilbe,WA Blaine
3885,Northern Border Cargo,2016,NLD,11,Box/Carton,Anthurium,WA Blaine
3886,Northern Border Cargo,2016,NLD,33,Box/Carton,Polianthes,WA Blaine
3887,Northern Border Cargo,2016,NLD,468,Box/Carton,"Bouquet, Mixed",WA Blaine
3888,Northern Border Cargo,2016,NLD,673,Box/Carton,Craspedia,WA Blaine
3889,Northern Border Cargo,2016,NZL,250,Stems,Matthiola,WA Blaine
3890,Northern Border Cargo,2017,THA,15,Box/Carton,Phlox,WA Blaine
3891,Northern Border Cargo,2017,THA,8,Box/Carton,Rosa,WA Blaine
3892,Northern Border Cargo,2017,THA,13,Box/Carton,Rosa,WA Blaine
3893,Northern Border Cargo,2017,THA,9,Box/Carton,Rosa,WA Blaine
3894,Northern Border Cargo,2017,THA,21,Box/Carton,Lilium,WA Blaine
3895,Northern Border Cargo,2017,THA,16,Box/Carton,Alstroemeria,WA Blaine
3896,Northern Border Cargo,2017,THA,11,Box/Carton,"Bouquet, Rose",WA Blaine
3897,Northern Border Cargo,2017,THA,12,Box/Carton,Liatris,WA Blaine
3898,Northern Border Cargo,2017,THA,260,Stems,"Bouquet, Mixed",WA Blaine
3899,Northern Border Cargo,2017,THA,71,Box/Carton,Brassica,WA Blaine
3900,Northern Border Cargo,2017,THA,50,Stems,Eucalyptus,WA Blaine
3901,Northern Border Cargo,2017,THA,900,Box/Carton,Gerbera,WA Blaine
3902,Northern Border Cargo,2017,THA,27,Box/Carton,Scabiosa,WA Blaine
3903,Northern Border Cargo,2017,THA,8,Box/Carton,Astilbe,WA Blaine
3904,Northern Border Cargo,2017,THA,100,Stems,Protea,WA Blaine
3905,Northern Border Cargo,2017,THA,17,Box/Carton,Cymbidium,WA Blaine
3906,Northern Border Cargo,2017,THA,50,Stems,Aranthera,WA Blaine
3907,Northern Border Cargo,2017,THA,129,Box/Carton,"Bouquet, Mixed",WA Blaine
3908,Northern Border Cargo,2017,THA,72,Box/Carton,Limonium,WA Blaine
3909,Northern Border Cargo,2017,THA,780,Box/Carton,Matthiola,WA Blaine
3910,Northern Border Cargo,2017,THA,69,Box/Carton,"Bouquet, Mixed",WA Blaine
3911,Northern Border Cargo,2017,THA,46,Box/Carton,Eryngium,WA Blaine
3912,Northern Border Cargo,2017,THA,75,Box/Carton,Delphinium,WA Blaine
3913,Northern Border Cargo,2017,THA,68,Box/Carton,Gerbera,WA Blaine
3914,Northern Border Cargo,2017,THA,78,Box/Carton,"Bouquet, Mixed",WA Blaine
3915,Northern Border Cargo,2018,THA,16,Box/Carton,"Bouquet, Mixed",WA Blaine
3916,Northern Border Cargo,2018,THA,119,Box/Carton,Zantedeschia,WA Blaine
3917,Northern Border Cargo,2018,THA,68,Box/Carton,Chrysanthemum (pom-pon),WA Blaine
3918,Northern Border Cargo,2018,THA,80,Box/Carton,"Bouquet, Mixed",WA Blaine
3919,Northern Border Cargo,2018,THA,2700,Stems,Agapanthus,WA Blaine
3920,Northern Border Cargo,2018,THA,87,Box/Carton,"Bouquet, Mixed",WA Blaine
3921,Northern Border Cargo,2018,THA,900,Stems,"Bouquet, Rose",WA Blaine
3922,Northern Border Cargo,2018,THA,525,Stems,Brassica,WA Blaine
3923,Northern Border Cargo,2018,THA,650,Box/Carton,Bupleurum,WA Blaine
3924,Northern Border Cargo,2018,THA,73,Box/Carton,Gypsophila,WA Blaine
3925,Northern Border Cargo,2018,THA,105,Box/Carton,Liatris,WA Blaine
3926,Northern Border Cargo,2018,THA,26000,Stems,Veronica,WA Blaine
3927,Northern Border Cargo,2018,THA,240,Box/Carton,Zantedeschia,WA Blaine
3928,Northern Border Cargo,2018,THA,839,Box/Carton,Lepidium,WA Blaine
3929,Northern Border Cargo,2018,THA,645,Box/Carton,Lisianthus,WA Blaine
3930,Northern Border Cargo,2018,THA,88,Stems,Ruscus,WA Blaine
3931,Northern Border Cargo,2018,THA,763,Box/Carton,Antirrhinum,WA Blaine
3932,Northern Border Cargo,2018,THA,71,Box/Carton,Chrysanthemum,WA Blaine
3933,Northern Border Cargo,2018,THA,19300,Stems,Chrysanthemum,WA Blaine
3934,Northern Border Cargo,2018,THA,146730,Stems,Delphinium,WA Blaine
3935,Northern Border Cargo,2018,THA,1008,Box/Carton,Liatris,WA Blaine
3936,Northern Border Cargo,2018,THA,975,Stems,Agapanthus,WA Blaine
3937,Northern Border Cargo,2018,THA,46800,Stems,Dianthus,WA Blaine
3938,Northern Border Cargo,2018,THA,158100,Stems,Rosa,WA Blaine
3939,Northern Border Cargo,2018,THA,250400,Stems,Limonium,WA Blaine
3940,Northern Border Cargo,2018,THA,418,Box/Carton,Alstroemeria,WA Blaine
3941,Northern Border Cargo,2018,THA,3150,Stems,Antirrhinum,WA Blaine
3942,Northern Border Cargo,2018,THA,16900,Stems,Dianthus (mini),WA Blaine
3943,Northern Border Cargo,2018,THA,19600,Stems,Dianthus,WA Blaine
3944,Northern Border Cargo,2018,THA,245760,Stems,Rosa,WA Blaine
3945,Northern Border Cargo,2019,THA,12,Box/Carton,Protea,WA Blaine
3946,Northern Border Cargo,2019,THA,89,Box/Carton,Anigozanthos,WA Blaine
3947,Northern Border Cargo,2019,THA,60,Box/Carton,Astilbe,WA Blaine
3948,Northern Border Cargo,2019,THA,92,Box/Carton,Leucadendron,WA Blaine
3949,Northern Border Cargo,2019,THA,390,Box/Carton,Dianthus (mini),WA Blaine
3950,Northern Border Cargo,2019,THA,18,Box/Carton,Ruscus,WA Blaine
3951,Northern Border Cargo,2019,THA,45,Box/Carton,Antirrhinum,WA Blaine
3952,Northern Border Cargo,2019,THA,147,Box/Carton,Bupleurum,WA Blaine
3953,Northern Border Cargo,2019,THA,123,Box/Carton,Campanula,WA Blaine
3954,Northern Border Cargo,2019,THA,12,Box/Carton,Dianthus,WA Blaine
3955,Northern Border Cargo,2019,THA,40,Box/Carton,Lilium,WA Blaine
3956,Northern Border Cargo,2019,THA,126,Box/Carton,Eryngium,WA Blaine
3957,Northern Border Cargo,2019,THA,96,Box/Carton,Limonium,WA Blaine
3958,Northern Border Cargo,2019,THA,15,Box/Carton,Dianthus,WA Blaine
3959,Northern Border Cargo,2019,THA,11,Box/Carton,Ruscus,WA Blaine
3960,Northern Border Cargo,2019,THA,30,Box/Carton,Helianthus,WA Blaine
3961,Northern Border Cargo,2019,THA,1216,Box/Carton,Pittosporum,WA Blaine
3962,Northern Border Cargo,2019,THA,224,Box/Carton,Hydrangea,WA Blaine
3963,Northern Border Cargo,2019,THA,900,Box/Carton,Ornithogalum,WA Blaine
3964,Northern Border Cargo,2019,THA,20,Box/Carton,Limonium,WA Blaine
3965,Northern Border Cargo,2019,THA,8,Box/Carton,Strelitzia,WA Blaine
3966,Northern Border Cargo,2019,THA,50,Box/Carton,Limonium,WA Blaine
3967,Northern Border Cargo,2019,THA,88,Box/Carton,Hydrangea,WA Blaine
3968,Northern Border Cargo,2019,THA,17,Box/Carton,Chrysanthemum (pom-pon),WA Blaine
3969,Northern Border Cargo,2019,THA,10,Box/Carton,Campanula,WA Blaine
